frame, median, q1, q3
151,118.000000, 86.000000, 158.000000
152,118.000000, 85.000000, 157.000000
153,118.000000, 86.000000, 157.000000
154,118.000000, 86.000000, 157.000000
155,118.000000, 86.000000, 157.000000
156,118.000000, 86.000000, 157.000000
157,118.000000, 85.000000, 158.000000
158,118.000000, 85.000000, 158.000000
159,118.000000, 85.000000, 158.000000
160,118.000000, 85.000000, 157.000000
161,118.000000, 85.000000, 158.000000
162,118.000000, 85.000000, 158.000000
163,118.000000, 85.000000, 158.000000
164,118.000000, 85.000000, 158.000000
165,118.000000, 85.000000, 158.000000
166,118.000000, 85.000000, 158.000000
167,118.000000, 85.000000, 158.000000
168,118.000000, 85.000000, 158.000000
169,118.000000, 85.000000, 158.000000
170,118.000000, 85.000000, 158.000000
171,118.000000, 85.000000, 158.000000
172,118.000000, 85.000000, 158.000000
173,118.000000, 85.000000, 158.000000
174,118.000000, 85.000000, 158.000000
175,118.000000, 85.000000, 158.000000
176,118.000000, 85.000000, 158.000000
177,118.000000, 85.000000, 158.000000
178,118.000000, 85.000000, 158.000000
179,118.000000, 85.000000, 158.000000
180,118.000000, 85.000000, 158.000000
181,118.000000, 85.000000, 158.000000
182,118.000000, 85.000000, 158.000000
183,118.000000, 85.000000, 158.000000
184,118.000000, 85.000000, 158.000000
185,118.000000, 85.000000, 158.000000
186,118.000000, 85.000000, 158.000000
187,118.000000, 85.000000, 158.000000
188,118.000000, 85.000000, 158.000000
189,118.000000, 85.000000, 158.000000
190,118.000000, 85.000000, 158.000000
191,118.000000, 85.000000, 158.000000
192,72.000000, 30.000000, 88.000000
193,72.000000, 29.000000, 88.000000
194,72.000000, 30.000000, 88.000000
195,72.000000, 29.000000, 88.000000
196,72.000000, 29.000000, 88.000000
197,71.000000, 29.000000, 88.000000
198,71.000000, 30.000000, 88.000000
199,71.000000, 29.000000, 88.000000
200,71.000000, 29.000000, 88.000000
201,72.000000, 30.000000, 88.000000
202,71.000000, 30.000000, 88.000000
203,71.000000, 30.000000, 88.000000
204,71.000000, 29.000000, 88.000000
205,71.000000, 29.000000, 88.000000
206,71.000000, 30.000000, 88.000000
207,71.000000, 30.000000, 88.000000
208,71.000000, 30.000000, 88.000000
209,71.000000, 30.000000, 88.000000
210,71.000000, 30.000000, 88.000000
211,71.000000, 30.000000, 88.000000
212,71.000000, 30.000000, 88.000000
213,72.000000, 30.000000, 88.000000
214,73.000000, 30.000000, 88.000000
215,73.000000, 30.000000, 88.000000
216,72.000000, 30.000000, 88.000000
217,72.000000, 30.000000, 88.000000
218,71.000000, 30.000000, 88.000000
219,72.000000, 30.000000, 88.000000
220,72.000000, 30.000000, 88.000000
221,72.000000, 30.000000, 88.000000
222,72.000000, 30.000000, 88.000000
223,72.000000, 30.000000, 88.000000
224,72.000000, 30.000000, 88.000000
225,72.000000, 30.000000, 88.000000
226,71.000000, 30.000000, 88.000000
227,72.000000, 30.000000, 88.000000
228,72.000000, 30.000000, 88.000000
229,72.000000, 30.000000, 88.000000
230,72.000000, 30.000000, 88.000000
231,71.000000, 30.000000, 88.000000
232,72.000000, 30.000000, 88.000000
233,72.000000, 30.000000, 88.000000
234,72.000000, 30.000000, 88.000000
235,72.000000, 30.000000, 88.000000
236,72.000000, 30.000000, 88.000000
237,72.000000, 30.000000, 88.000000
238,73.000000, 30.000000, 88.000000
239,73.000000, 30.000000, 88.000000
240,72.000000, 30.000000, 88.000000
241,73.000000, 30.000000, 88.000000
242,73.000000, 30.000000, 88.000000
243,72.500000, 30.000000, 88.000000
244,72.000000, 30.000000, 88.000000
245,72.000000, 30.000000, 88.000000
246,72.000000, 30.000000, 88.000000
247,73.000000, 30.000000, 88.000000
248,73.000000, 30.000000, 88.000000
249,73.000000, 30.000000, 88.000000
250,73.000000, 30.000000, 88.000000
251,73.000000, 30.000000, 88.000000
252,72.000000, 30.000000, 88.000000
253,72.000000, 30.000000, 88.000000
254,71.000000, 30.000000, 88.000000
255,72.000000, 30.000000, 88.000000
256,72.000000, 30.000000, 88.000000
257,75.000000, 30.000000, 88.000000
258,73.000000, 30.000000, 88.000000
259,73.000000, 30.000000, 88.000000
260,72.000000, 30.000000, 88.000000
261,73.000000, 30.000000, 88.000000
262,73.000000, 30.000000, 88.000000
263,73.000000, 30.000000, 88.000000
264,72.000000, 30.000000, 88.000000
265,73.000000, 30.000000, 88.000000
266,72.000000, 30.000000, 88.000000
267,72.000000, 30.000000, 88.000000
268,72.000000, 30.000000, 88.000000
269,72.000000, 30.000000, 88.000000
270,72.000000, 30.000000, 88.000000
271,72.000000, 30.000000, 88.000000
272,72.000000, 30.000000, 88.000000
273,72.000000, 30.000000, 88.000000
274,72.000000, 30.000000, 88.000000
275,72.000000, 30.000000, 88.000000
276,72.000000, 30.000000, 88.000000
277,72.000000, 30.000000, 88.000000
278,73.000000, 30.000000, 88.000000
279,73.000000, 30.000000, 88.000000
280,73.000000, 30.000000, 88.000000
281,73.000000, 30.000000, 88.000000
282,73.000000, 30.000000, 88.000000
283,72.000000, 30.000000, 88.000000
284,72.000000, 30.000000, 88.000000
285,72.000000, 30.000000, 88.000000
286,72.000000, 30.000000, 88.000000
287,72.000000, 30.000000, 88.000000
288,72.000000, 30.000000, 88.000000
289,72.000000, 30.000000, 88.000000
290,73.000000, 30.000000, 88.000000
291,72.000000, 30.000000, 88.000000
292,72.000000, 30.000000, 88.000000
293,73.000000, 30.000000, 88.000000
294,72.000000, 30.000000, 88.000000
295,73.000000, 30.000000, 88.000000
296,73.000000, 30.000000, 88.000000
297,72.000000, 30.000000, 88.000000
298,71.000000, 30.000000, 88.000000
299,72.000000, 30.000000, 88.000000
300,73.000000, 30.000000, 88.000000
301,73.000000, 30.000000, 88.000000
302,73.000000, 30.000000, 88.000000
303,73.000000, 30.000000, 88.000000
304,73.000000, 30.000000, 88.000000
305,73.000000, 30.000000, 88.000000
306,75.000000, 30.000000, 88.000000
307,75.000000, 30.000000, 88.000000
308,75.000000, 30.000000, 88.000000
309,73.000000, 30.000000, 88.000000
310,72.000000, 30.000000, 88.000000
311,73.000000, 30.000000, 88.000000
312,75.000000, 30.000000, 88.000000
313,73.000000, 30.000000, 88.000000
314,73.000000, 30.000000, 88.000000
315,72.000000, 30.000000, 88.000000
316,73.000000, 30.000000, 88.000000
317,72.000000, 30.000000, 88.000000
318,72.000000, 30.000000, 88.000000
319,72.000000, 30.000000, 88.000000
320,72.000000, 30.000000, 88.000000
321,72.000000, 30.000000, 88.000000
322,73.000000, 30.000000, 88.000000
323,75.000000, 30.000000, 88.000000
324,75.000000, 30.000000, 88.000000
325,75.000000, 30.000000, 88.000000
326,75.000000, 30.000000, 88.000000
327,75.000000, 30.000000, 90.000000
328,73.000000, 30.000000, 88.000000
329,73.000000, 30.000000, 88.000000
330,75.000000, 30.000000, 88.000000
331,75.000000, 30.000000, 88.000000
332,75.000000, 30.000000, 88.000000
333,72.000000, 30.000000, 88.000000
334,71.000000, 30.000000, 88.000000
335,72.000000, 30.000000, 88.000000
336,71.000000, 30.000000, 88.000000
337,72.000000, 30.000000, 88.000000
338,75.000000, 30.000000, 88.000000
339,75.000000, 30.000000, 88.000000
340,75.000000, 30.000000, 88.000000
341,75.000000, 30.000000, 88.000000
342,75.000000, 30.000000, 88.000000
343,75.000000, 30.000000, 88.000000
344,75.000000, 30.000000, 88.000000
345,75.000000, 30.000000, 88.000000
346,75.000000, 30.000000, 88.000000
347,75.000000, 30.000000, 88.000000
348,75.000000, 30.000000, 88.000000
349,75.000000, 30.000000, 88.000000
350,75.000000, 30.000000, 88.000000
351,75.000000, 30.000000, 90.000000
352,75.000000, 30.000000, 88.000000
353,75.000000, 30.000000, 88.000000
354,75.000000, 30.000000, 88.000000
355,72.000000, 30.000000, 88.000000
356,72.000000, 30.000000, 88.000000
357,72.000000, 30.000000, 88.000000
358,72.000000, 30.000000, 88.000000
359,73.000000, 30.000000, 88.000000
360,73.000000, 30.000000, 88.000000
361,72.000000, 30.000000, 88.000000
362,73.000000, 30.000000, 88.000000
363,73.000000, 30.000000, 88.000000
364,73.000000, 30.000000, 88.000000
365,75.000000, 30.000000, 88.000000
366,75.000000, 30.000000, 88.000000
367,75.000000, 30.000000, 88.000000
368,73.000000, 30.000000, 88.000000
369,73.000000, 30.000000, 88.000000
370,75.000000, 30.000000, 88.000000
371,73.000000, 30.000000, 88.000000
372,73.000000, 30.000000, 88.000000
373,73.000000, 30.000000, 88.000000
374,73.000000, 30.000000, 88.000000
375,75.000000, 30.000000, 88.000000
376,75.000000, 30.000000, 88.000000
377,75.000000, 30.000000, 88.000000
378,75.000000, 30.000000, 88.000000
379,75.000000, 30.000000, 88.000000
380,75.000000, 30.000000, 88.000000
381,75.000000, 30.000000, 88.000000
382,75.000000, 30.000000, 88.000000
383,75.000000, 30.000000, 88.000000
384,75.000000, 30.000000, 88.000000
385,75.000000, 30.000000, 88.000000
386,75.000000, 30.000000, 88.000000
387,73.000000, 30.000000, 88.000000
388,73.000000, 30.000000, 88.000000
389,73.000000, 30.000000, 88.000000
390,73.000000, 30.000000, 88.000000
391,75.000000, 30.000000, 88.000000
392,75.000000, 30.000000, 88.000000
393,73.000000, 30.000000, 88.000000
394,73.000000, 30.000000, 88.000000
395,73.000000, 30.000000, 88.000000
396,73.000000, 30.000000, 88.000000
397,75.000000, 30.000000, 88.000000
398,75.000000, 30.000000, 88.000000
399,73.000000, 30.000000, 88.000000
400,75.000000, 30.000000, 88.000000
401,75.000000, 30.000000, 88.000000
402,75.000000, 30.000000, 88.000000
403,75.000000, 30.000000, 88.000000
404,75.000000, 30.000000, 88.000000
405,75.000000, 30.000000, 88.000000
406,75.000000, 30.000000, 90.000000
407,75.000000, 30.000000, 90.000000
408,73.000000, 30.000000, 90.000000
409,73.000000, 30.000000, 90.000000
410,73.000000, 30.000000, 90.000000
411,73.000000, 30.000000, 90.000000
412,75.000000, 30.000000, 90.000000
413,73.000000, 30.000000, 90.000000
414,75.000000, 30.000000, 88.000000
415,75.000000, 30.000000, 88.000000
416,75.000000, 30.000000, 88.000000
417,75.000000, 30.000000, 90.000000
418,75.000000, 30.000000, 90.000000
419,75.000000, 30.000000, 90.000000
420,75.000000, 30.000000, 88.000000
421,75.000000, 30.000000, 88.000000
422,75.000000, 30.000000, 88.000000
423,75.000000, 30.000000, 88.000000
424,75.000000, 30.000000, 88.000000
425,75.000000, 30.000000, 88.000000
426,75.000000, 30.000000, 88.000000
427,73.000000, 30.000000, 88.000000
428,73.000000, 30.000000, 88.000000
429,73.000000, 30.000000, 88.000000
430,72.000000, 30.000000, 88.000000
431,73.000000, 30.000000, 88.000000
432,73.000000, 30.000000, 88.000000
433,72.000000, 30.000000, 88.000000
434,75.000000, 30.000000, 88.000000
435,75.000000, 30.000000, 88.000000
436,75.000000, 30.000000, 88.000000
437,73.000000, 30.000000, 88.000000
438,73.000000, 30.000000, 88.000000
439,75.000000, 30.000000, 88.000000
440,73.000000, 30.000000, 88.000000
441,73.000000, 30.000000, 88.000000
442,73.000000, 30.000000, 88.000000
443,73.000000, 30.000000, 88.000000
444,73.000000, 30.000000, 88.000000
445,72.000000, 30.000000, 90.000000
446,72.000000, 30.000000, 90.000000
447,73.000000, 30.000000, 88.000000
448,73.000000, 30.000000, 90.000000
449,75.000000, 30.000000, 90.000000
450,75.000000, 30.000000, 90.000000
451,73.000000, 30.000000, 90.000000
452,75.000000, 30.000000, 90.000000
453,73.000000, 30.000000, 90.000000
454,73.000000, 30.000000, 88.000000
455,75.000000, 30.000000, 88.000000
456,75.000000, 30.000000, 90.000000
457,73.000000, 30.000000, 90.000000
458,75.000000, 31.000000, 88.000000
459,75.000000, 31.000000, 88.000000
460,73.000000, 30.000000, 88.000000
461,73.000000, 30.000000, 88.000000
462,73.000000, 30.000000, 88.000000
463,73.000000, 30.000000, 88.000000
464,73.000000, 30.000000, 88.000000
465,73.000000, 30.000000, 88.000000
466,73.000000, 30.000000, 88.000000
467,75.000000, 30.000000, 88.000000
468,75.000000, 30.000000, 88.000000
469,75.000000, 30.000000, 88.000000
470,75.000000, 30.000000, 90.000000
471,75.000000, 30.000000, 90.000000
472,75.000000, 30.000000, 90.000000
473,75.000000, 31.000000, 90.000000
474,73.000000, 30.000000, 90.000000
475,75.000000, 30.000000, 90.000000
476,75.000000, 30.000000, 90.000000
477,75.000000, 30.000000, 90.000000
478,75.000000, 31.000000, 90.000000
479,75.000000, 30.000000, 90.000000
480,75.000000, 30.000000, 90.000000
481,75.000000, 30.000000, 90.000000
482,75.000000, 30.000000, 90.000000
483,75.000000, 30.000000, 90.000000
484,75.000000, 30.000000, 90.000000
485,75.000000, 30.000000, 90.000000
486,75.000000, 30.000000, 90.000000
487,75.000000, 30.000000, 88.000000
488,75.000000, 30.000000, 90.000000
489,75.000000, 30.000000, 90.000000
490,75.000000, 30.000000, 88.000000
491,75.000000, 30.000000, 88.000000
492,75.000000, 30.000000, 90.000000
493,75.000000, 30.000000, 90.000000
494,75.000000, 30.000000, 90.000000
495,75.000000, 30.000000, 90.000000
496,75.000000, 30.000000, 90.000000
497,75.000000, 30.000000, 88.000000
498,75.000000, 30.000000, 88.000000
499,73.000000, 30.000000, 88.000000
500,75.000000, 30.000000, 88.000000
501,75.000000, 30.000000, 88.000000
502,73.000000, 30.000000, 88.000000
503,75.000000, 30.000000, 88.000000
504,73.000000, 30.000000, 88.000000
505,73.000000, 30.000000, 88.000000
506,75.000000, 30.000000, 88.000000
507,73.000000, 30.000000, 88.000000
508,73.000000, 30.000000, 88.000000
509,73.000000, 30.000000, 88.000000
510,75.000000, 30.000000, 88.000000
511,75.000000, 30.000000, 88.000000
512,75.000000, 30.000000, 88.000000
513,73.000000, 30.000000, 88.000000
514,73.000000, 30.000000, 88.000000
515,73.000000, 30.000000, 88.000000
516,75.000000, 30.000000, 88.000000
517,73.000000, 30.000000, 88.000000
518,73.000000, 30.000000, 88.000000
519,73.000000, 30.000000, 88.000000
520,73.000000, 30.000000, 88.000000
521,73.000000, 30.000000, 88.000000
522,72.000000, 30.000000, 88.000000
523,72.000000, 30.000000, 88.000000
524,72.000000, 30.000000, 88.000000
525,73.000000, 30.000000, 88.000000
526,73.000000, 30.000000, 88.000000
527,75.000000, 30.000000, 88.000000
528,73.000000, 30.000000, 88.000000
529,75.000000, 31.000000, 88.000000
530,75.000000, 30.000000, 88.000000
531,75.000000, 30.000000, 88.000000
532,75.000000, 30.000000, 90.000000
533,75.000000, 30.000000, 88.000000
534,75.000000, 30.000000, 90.000000
535,75.000000, 30.000000, 90.000000
536,75.000000, 30.000000, 88.000000
537,75.000000, 30.000000, 88.000000
538,75.000000, 30.000000, 90.000000
539,75.000000, 30.000000, 90.000000
540,75.000000, 30.000000, 90.000000
541,75.000000, 30.000000, 88.000000
542,75.000000, 30.000000, 90.000000
543,75.000000, 30.000000, 88.000000
544,73.000000, 30.000000, 88.000000
545,75.000000, 30.000000, 88.000000
546,75.000000, 30.000000, 88.000000
547,75.000000, 30.000000, 88.000000
548,75.000000, 30.000000, 88.000000
549,75.000000, 30.000000, 88.000000
550,75.000000, 30.000000, 88.000000
551,75.000000, 30.000000, 88.000000
552,75.000000, 30.000000, 88.000000
553,75.000000, 30.000000, 88.000000
554,73.000000, 30.000000, 88.000000
555,75.000000, 30.000000, 88.000000
556,75.000000, 30.000000, 88.000000
557,73.000000, 30.000000, 88.000000
558,75.000000, 30.000000, 88.000000
559,75.000000, 30.000000, 88.000000
560,75.000000, 30.000000, 88.000000
561,75.000000, 30.000000, 88.000000
562,75.000000, 30.000000, 88.000000
563,75.000000, 30.000000, 88.000000
564,75.000000, 30.000000, 88.000000
565,73.000000, 30.000000, 88.000000
566,73.000000, 30.000000, 88.000000
567,73.000000, 30.000000, 88.000000
568,75.000000, 30.000000, 88.000000
569,75.000000, 30.000000, 88.000000
570,72.000000, 30.000000, 88.000000
571,73.000000, 30.000000, 88.000000
572,75.000000, 30.000000, 88.000000
573,75.000000, 30.000000, 88.000000
574,75.000000, 30.000000, 88.000000
575,75.000000, 30.000000, 88.000000
576,75.000000, 30.000000, 88.000000
577,75.000000, 30.000000, 88.000000
578,75.000000, 30.000000, 88.000000
579,75.000000, 30.000000, 88.000000
580,75.000000, 30.000000, 88.000000
581,75.000000, 30.000000, 88.000000
582,73.000000, 30.000000, 88.000000
583,73.000000, 30.000000, 88.000000
584,73.000000, 30.000000, 88.000000
585,73.000000, 30.000000, 88.000000
586,75.000000, 30.000000, 88.000000
587,75.000000, 30.000000, 88.000000
588,73.000000, 30.000000, 88.000000
589,73.000000, 30.000000, 88.000000
590,75.000000, 30.000000, 88.000000
591,73.000000, 30.000000, 88.000000
592,73.000000, 30.000000, 88.000000
593,75.000000, 30.000000, 88.000000
594,75.000000, 30.000000, 88.000000
595,75.000000, 30.000000, 88.000000
596,73.000000, 30.000000, 88.000000
597,73.000000, 30.000000, 88.000000
598,73.000000, 30.000000, 88.000000
599,75.000000, 30.000000, 88.000000
600,75.000000, 30.000000, 88.000000
601,73.000000, 30.000000, 88.000000
602,73.000000, 30.000000, 88.000000
603,73.000000, 30.000000, 88.000000
604,73.000000, 30.000000, 88.000000
605,73.000000, 30.000000, 88.000000
606,75.000000, 30.000000, 88.000000
607,75.000000, 30.000000, 88.000000
608,75.000000, 30.000000, 88.000000
609,73.000000, 30.000000, 88.000000
610,75.000000, 30.000000, 88.000000
611,73.000000, 30.000000, 88.000000
612,75.000000, 30.000000, 88.000000
613,75.000000, 30.000000, 88.000000
614,75.000000, 30.000000, 88.000000
615,75.000000, 30.000000, 88.000000
616,75.000000, 30.000000, 88.000000
617,75.000000, 30.000000, 88.000000
618,75.000000, 30.000000, 88.000000
619,75.000000, 30.000000, 88.000000
620,75.000000, 30.000000, 88.000000
621,75.000000, 30.000000, 88.000000
622,75.000000, 30.000000, 88.000000
623,73.000000, 30.000000, 88.000000
624,75.000000, 30.000000, 88.000000
625,75.000000, 30.000000, 88.000000
626,73.000000, 30.000000, 88.000000
627,73.000000, 30.000000, 88.000000
628,73.000000, 30.000000, 88.000000
629,73.000000, 30.000000, 88.000000
630,73.000000, 30.000000, 88.000000
631,72.000000, 30.000000, 88.000000
632,72.000000, 30.000000, 88.000000
633,72.000000, 30.000000, 88.000000
634,72.000000, 30.000000, 88.000000
635,72.000000, 30.000000, 88.000000
636,72.000000, 30.000000, 88.000000
637,72.000000, 30.000000, 88.000000
638,72.000000, 30.000000, 88.000000
639,72.000000, 30.000000, 88.000000
640,72.000000, 30.000000, 88.000000
641,71.000000, 30.000000, 88.000000
642,72.000000, 30.000000, 88.000000
643,73.000000, 30.000000, 88.000000
644,73.000000, 30.000000, 88.000000
645,73.000000, 30.000000, 88.000000
646,73.000000, 30.000000, 88.000000
647,73.000000, 30.000000, 88.000000
648,73.000000, 30.000000, 88.000000
649,73.000000, 30.000000, 88.000000
650,73.000000, 30.000000, 88.000000
651,75.000000, 30.000000, 88.000000
652,73.000000, 30.000000, 88.000000
653,73.000000, 30.000000, 88.000000
654,73.000000, 30.000000, 88.000000
655,73.000000, 30.000000, 88.000000
656,73.000000, 30.000000, 88.000000
657,73.000000, 30.000000, 88.000000
658,73.000000, 30.000000, 88.000000
659,75.000000, 30.000000, 88.000000
660,75.000000, 30.000000, 88.000000
661,75.000000, 30.000000, 88.000000
662,75.000000, 30.000000, 88.000000
663,75.000000, 30.000000, 88.000000
664,73.000000, 30.000000, 88.000000
665,75.000000, 30.000000, 88.000000
666,73.000000, 30.000000, 88.000000
667,75.000000, 30.000000, 88.000000
668,73.000000, 30.000000, 88.000000
669,73.000000, 30.000000, 88.000000
670,73.000000, 30.000000, 88.000000
671,75.000000, 30.000000, 88.000000
672,73.000000, 30.000000, 88.000000
673,73.000000, 30.000000, 88.000000
674,73.000000, 30.000000, 88.000000
675,73.000000, 30.000000, 88.000000
676,73.000000, 30.000000, 88.000000
677,72.000000, 30.000000, 88.000000
678,73.000000, 30.000000, 88.000000
679,73.000000, 30.000000, 88.000000
680,73.000000, 30.000000, 88.000000
681,75.000000, 30.000000, 88.000000
682,75.000000, 30.000000, 88.000000
683,75.000000, 30.000000, 88.000000
684,73.000000, 30.000000, 88.000000
685,73.000000, 30.000000, 88.000000
686,73.000000, 30.000000, 88.000000
687,73.000000, 30.000000, 88.000000
688,73.000000, 30.000000, 88.000000
689,75.000000, 30.000000, 88.000000
690,75.000000, 30.000000, 88.000000
691,75.000000, 30.000000, 88.000000
692,75.000000, 30.000000, 88.000000
693,73.000000, 30.000000, 88.000000
694,75.000000, 30.000000, 88.000000
695,73.000000, 30.000000, 88.000000
696,73.000000, 30.000000, 88.000000
697,75.000000, 30.000000, 88.000000
698,75.000000, 30.000000, 88.000000
699,75.000000, 30.000000, 88.000000
700,73.000000, 30.000000, 88.000000
701,73.000000, 30.000000, 88.000000
702,73.000000, 30.000000, 88.000000
703,73.000000, 30.000000, 88.000000
704,73.000000, 30.000000, 88.000000
705,75.000000, 30.000000, 88.000000
706,75.000000, 30.000000, 88.000000
707,75.000000, 30.000000, 88.000000
708,75.000000, 30.000000, 88.000000
709,75.000000, 30.000000, 88.000000
710,75.000000, 30.000000, 88.000000
711,75.000000, 30.000000, 88.000000
712,75.000000, 30.000000, 88.000000
713,73.000000, 30.000000, 88.000000
714,75.000000, 30.000000, 88.000000
715,73.000000, 30.000000, 88.000000
716,73.000000, 30.000000, 88.000000
717,73.000000, 30.000000, 88.000000
718,73.000000, 30.000000, 88.000000
719,73.000000, 30.000000, 88.000000
720,75.000000, 30.000000, 88.000000
721,73.000000, 30.000000, 88.000000
722,73.000000, 30.000000, 88.000000
723,75.000000, 30.000000, 88.000000
724,75.000000, 30.000000, 88.000000
725,73.000000, 30.000000, 88.000000
726,73.000000, 30.000000, 88.000000
727,73.000000, 30.000000, 88.000000
728,73.000000, 30.000000, 88.000000
729,75.000000, 30.000000, 88.000000
730,75.000000, 30.000000, 88.000000
731,75.000000, 30.000000, 88.000000
732,75.000000, 30.000000, 88.000000
733,73.000000, 30.000000, 88.000000
734,73.000000, 30.000000, 88.000000
735,73.000000, 30.000000, 88.000000
